doc_id,news_title,sentiment,char_length,word_count,processed_text
3378,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",1,81,16,ebit exclude non recur item total eur eur
3379,The reduction notice applied to 17 people .,-1,43,8,reduction notice apply people
3380,"sunway shares hit record high on bonus issue, plan to list healthcare unit",1,74,13,sunway share hit record high bonus issue plan list healthcare unit
3381,The effect of the savings will be noticeable as of the beginning of 2010 .,1,74,15,effect save noticeable begin
3382,technology m&a saw notable west-to-east value shift in 2016. here 's why,1,72,12,technology saw notable west east value shift
3383,stone master: tomorrow 's egm called by major shareholder is invalid,-1,68,11,stone master tomorrow egm call major shareholder invalid
3384,th heavy engineering says new ceo will shape company into robust entity,1,71,12,heavy engineer ceo shape robust entity
3385,higher net finance costs drag down astro 's 1q net profit; group declares 2.5 sen dividend,1,90,16,higher net finance cost drag astro net profit group declare sen dividend
3386,rht health trust declares 2q dpu of 1.14 s ' pore cents; gets offer from fortis to acquire entire portfolio,1,107,20,rht health trust declare dpu pore cent get offer fortis acquire entire portfolio
3387,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",1,78,12,aldi lidl expansion plan speed ahead tesco sainsbury morrison ...
3388,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,-1,126,28,operate loss amount eur half compare profit eur half
3389,Rio Approves $5.3 Billion Oyu Tolgoi Copper Mine Expansion,1,58,9,rio approve billion oyu tolgoi copper mine expansion
3390,volkswagen group malaysia aims to surpass 2015 sales record this year,1,69,11,volkswagen group malaysia aim surpass sale record
3391,dbs emerges as deutsche bank 's only ' buy' in challenging bank sector,1,70,13,db emerge deutsche bank buy challenge bank sector
3392,Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,1,119,17,acquisition solteq expand solution offer microsoft dynamic business software product
3393,"The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said .",1,117,23,estimate trend demand sport equipment steady amer report
3394,bank negara unit myclear targets 393% jompay biller growth by 2020,1,66,11,bank negara unit myclear target jompay biller growth
3395,japan eyes bigger tax breaks for firms that hike wages - sources,1,64,12,japan eye bigger tax break firm hike wage source
3396,"Industry NewsRevenue, earnings take a tumble at Weir Group",-1,58,9,industry newsrevenue earnings take tumble weir group
3397,"felda global stabilises, gains 0.60% as idris jala named to oversee internal probe",1,82,13,felda global stabilise gain idris jala name oversee internal probe
3398,Britain's FTSE gets lift from Prudential results,1,48,7,britain ftse get lift prudential result
3399,klci poised to close lower in line with weaker regional markets,1,63,11,klci poise close lower line weaker regional market
3400,Early victory for new CEO as Morrisons beats forecasts,1,54,9,early victory ceo morrison beat forecast
3401,Centrica share price: British Gas under fire despite 5% price cut,-1,65,11,centrica share price british gas fire despite price cut
3402,chinese imports to us ports start peaking early amid tariff threat,-1,66,11,chinese import port start peak early amid tariff threat
3403,"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",1,150,22,itunes base material accessible window base macintosh computer transferable portable device apple ipod
3404,Hargreaves weathers torrid ISA season and Brexit fears,-1,54,8,hargreaves weather torrid isa season brexit fear
3405,moody ' s: malaysian sukuk ratings reflect underlying corporates' credit quality,1,80,11,moody malaysian sukuk rat reflect underlie corporates credit quality
3406,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,-1,59,14,earnings per share eps amount loss eur
3407,Shell challenges Exxon dominance with 47 billion-pound bid for BG,-1,65,10,shell challenge exxon dominance billion pound bid
3408,owners need to know the mistakes they can' t afford to make,-1,59,12,owner need know mistake afford make
3409,RBS chairman admits surprise at size of regulatory penalties,-1,60,9,rb chairman admit surprise size regulatory penalty
3410,AstraZeneca wins US approval for longer use of blood thinner,1,60,10,astrazeneca win approval longer use blood thinner
3411,Sports equipment sales also progressed well owing to the prolonged winter season .,1,82,13,sport equipment sale progress well owe prolong winter season
3412,Diageo offloads major wine interests,-1,36,5,diageo offload major wine interest
3413,The total number of filling stations has been on the decrease recently .,-1,72,13,total number fill station decrease recently
3414,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",-1,106,22,pretax loss total eur compare loss eur correspond period
3415,offer premium for global logistic properties in line with past privatisations: uob,1,82,12,offer premium global logistic property line past privatisation uob
3416,a shrewder view on chinese investments is not a blanket rejection - jomo,1,72,13,shrewder view chinese investment blanket rejection jomo
3417,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,1,95,21,borrower happy roadshow pay hit ratio high
3418,TalkTalk hires BAE Systems to investigate cyber attack,-1,54,8,talktalk hire bae system investigate cyber attack
3419,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",-1,231,48,adp news feb finnish broadband data communication system solution teleste oyj hel tlt today net profit decrease eur million usd eur million
3420,GSK announced in November 2008 that it would close its operations in Dartford .,-1,79,14,gsk announce november close operation dartford
3421,"zero-rated gst on basic food stuff like soy-based and organic babies' and children 's milk, dhal, brown sugar, and dry mee kolok",1,128,22,zero rat gst basic food stuff soy base organic baby child milk dhal brown sugar dry mee kolok
3422,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",-1,82,13,kraft cadbury britvic total recall pull product affect profit
3423,( I&H ) in a move to enhance growth .,1,37,10,move enhance growth
3424,UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,1,154,26,upm kymmene world lead print paper producer production country sale network cover
3425,"bank of korea holds rates for 9th mth in march, as expected",1,59,12,bank korea hold rate mth march expect
3426,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",-1,180,30,dolce gabbana ask european union declare marimekko corporation unikko floral pattern trademark invalid continue dispute
3427,' hartalega looks expensive but positive vibes keep rally going ',1,65,11,hartalega look expensive positive vibe keep rally go
3428,`` Demand for sports equipment was good in 2005 .,1,49,10,demand sport equipment good
3429,swiss securitas to take up to 5.1% stake in starburst under partnership agreement,1,81,13,swiss securitas take stake starburst partnership agreement
3430,"petronas aborts us$27b canada lng project, blames prolonged oil price slump",-1,75,11,petronas abort us$ canada lng project blame prolong oil price slump
3431,credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,1,181,32,credit november finnish glass technology glaston oyj abp hel gla today conclude eur revolve credit facility agreement core bank
3432,"In this case , the effect would be negative in Finland .",-1,56,12,case effect negative finland
3433,Tesco's boss knows which side his bread is buttered,1,51,9,tesco bos know side bread butter
3434,singapore 's smart city push cannot create smart nation without everyone 's buy-in,-1,82,13,singapore smart city push cannot create smart nation without everyone buy
3435,darco raising as much as s$23.6mil from investor in equity and debt,1,67,12,darco raise much mil investor equity debt
3436,gabungan aqrs fixes issue price for placement shares at rm1.35 apiece,1,69,11,gabungan aqrs fix issue price placement share apiece
3437,Mongolia and Rio Tinto agree $5bn Oyu Tolgoi mine expansion,1,59,10,mongolia rio tinto agree oyu tolgoi mine expansion
3438,"petdag 's 4q net profit surges 206-fold, pays 20 sen dividend",1,61,11,petdag net profit surge fold pay sen dividend
3439,pre-trial conference for penny stock crash saga set for june 29; trial date to follow,-1,85,15,pre trial conference penny stock crash saga set june trial date follow
3440,"uoa 's 4q net profit rises 25.6%, plans 15 sen dividend",1,55,11,uoa net profit rise plan sen dividend
3441,"`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .",1,240,44,indo russia trade cross target billion dollar double billion dollar trade irritant procedural hassle resolve chamber survey obstacle trade russia
3442,Shell profit rises as company resist oil slump,1,46,8,shell profit rise resist oil slump
3443,battersea deal sharpens s p setia 's focus on property development,1,66,11,battersea deal sharpen setia focus property development
3444,changi airport group partners edb to launch s$50 mil innovation programme,1,73,11,changi airport group partner edb launch mil innovation programme
3445,Brewer AB InBev seeks $275 bln tie-up with SABMiller,1,52,9,brewer inbev seek bln tie sabmiller
3446,"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",1,141,25,tiimari latvian representative ineta zaharova earn lvl profit time
3447,`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,1,107,17,acquisition elektros pavara complete kone market expansion strategy baltic country
3448,"broadband prices to fall at least 25% by year end, says gobind",-1,62,12,broadband price fall least end gobind
3449,exposure to improving u.s. office market makes this a winning reit,1,66,11,exposure improve u.s. office market make win reit
3450,"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",1,105,22,operate profit eur compare loss eur correspond period
3451,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",1,240,44,finnish security privacy software solution developer stonesoft oyj january preliminary sale stonegate product grow mln euro mln fourth quarter
3452,"genting 's 2q net profit down 16%, declares 8.5 sen dividend",1,60,11,genting net profit declare sen dividend
3453,moody ' s: malaysian banks' ' profitability deterioration' seen in 2016,-1,71,11,moody malaysian bank profitability deterioration see
3454,najib appoints external audit firm to probe felda 's klvc project,-1,65,11,najib appoint external audit firm probe felda klvc project
3455,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",-1,114,22,production level agree producer long time ago fall consumption lead loss
3456,fast-food chain yum china rejects us$17.6b hillhouse buyout offer - source,-1,74,11,fast food chain yum china reject us$ hillhouse buyout offer source
3457,"emerging east asian bond yields rise amid uncertainties on us economic policy, says adb",-1,87,14,emerge east asian bond yield rise amid uncertainty economic policy adb
3458,china can hit us tech firms where it hurts in tariff response,-1,61,12,china hit tech firm hurt tariff response
3459,ang peng tiam 's suspension to remain key near-term overhang on talkmed: cimb,-1,77,13,ang peng tiam suspension remain key near term overhang talkmed cimb
3460,"taliworks corp 3q net profit up 80.6%, pays two sen dividend",1,60,11,taliworks corp net profit pay sen dividend
3461,"bermaz auto 4qfy17 net profit down on lower domestic sales, proposes 3.15 sen dividend",-1,86,14,bermaz auto qfy net profit lower domestic sale propose sen dividend
3462,"hong kong bourse is not a ' casino ', says hkex ceo after big stock plunge",-1,74,16,hong kong bourse casino hkex ceo big stock plunge
3463,tm secures rm916m deal to provide digital terrestrial tv services to mytv,1,73,12,secure deal provide digital terrestrial service mytv
3464,ioi properties says succeeded in s$2.57b (rm7.77b) bid for singapore 's central boulevard land,1,94,14,ioi property succeed bid singapore central boulevard land
3465,Oilfield services firm Petrofac's debt shoots up 50 per cent,-1,60,10,oilfield service firm petrofac debt shoot per cent
3466,"westports' 3q net profit at rm151.03 mil, on revenue of rm474.41 mil",1,68,12,westports net profit mil revenue mil
3467,The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,-1,136,21,comparable operate profit january june period fell short last correspond performance
3468,"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",1,202,42,tower choose add due operation summer increase total capacity broadsheet tabloid page ability run page product side side
3469,Tesco chief excutive Dave Lewis sees 'encouraging signs' despite profits tumble,1,79,11,tesco chief excutive dave lewis see encourage sign despite profit tumble
3470,"bhic posts rm19m net loss in 1q on lower mro contribution, lesser jobs",-1,70,13,bhic post net loss lower mro contribution lesser job
3471,UK government cuts stake in Lloyds to below 11 pct,-1,50,10,government cut stake lloyd
3472,tiles reportedly cracking in singapore hdb flats due to lower temperatures,-1,74,11,tile reportedly crack singapore hdb flat due lower temperature
3473,"indonesia c.bank holds key rate, says room for easing ' not too wide'",1,69,13,indonesia c.bank hold key rate room ease wide
3474,"power root 2q net profit down 21% on higher costs, forex losses",-1,63,12,power root net profit higher cost forex loss
3475,axiata seeking ' one or two' big acquisitions to boost telco tower ranking,1,74,13,axiata seek big acquisition boost telco tower rank
3476,pharmaniaga falls 2.68% after ministry says it 's not sole concession holder to supply meds,-1,91,15,pharmaniaga fall ministry sole concession holder supply med
3477,"from fried chicken to tractors, yoma 's multiple businesses are picking up momentum",1,83,13,fry chicken tractor yoma multiple business pick momentum
3478,"uob 's 3q results above consensus, but no cause for celebration",-1,63,11,uob result consensus cause celebration
3479,"And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",1,161,29,broker repeat buy rat base expectation current restructure lead clear improvement performance europe
3480,"bnm keeps opr at 3.25%, says positive growth expected to be sustained",1,69,12,bnm keep opr positive growth expect sustain
3481,"further downside risk seen with slow 2h17 gdp, says affin hwang capital",-1,71,12,downside risk see slow gdp affin hwang capital
3482,"more malaysian firms supporting diversity and inclusion efforts, says michael page",1,82,11,malaysian firm support diversity inclusion effort michael page
3483,uob kay hian downgrades astro malaysia to hold; price target rm1.90,-1,67,11,uob kay hian downgrade astro malaysia hold price target
3484,trading in ekovest shares to be suspended on monday and tuesday,-1,63,11,trade ekovest share suspend monday tuesday
3485,The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,1,256,42,world biggest magazine paper maker program improve efficiency include close several least competitive mill cover operation result annual save euro million us$ million
3486,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,1,232,46,finnish sport equipment maker amer sport oyj hel ameas today net loss narrow eur million usd quarter eur million correspond period earlier
3487,"honda m'sia launches new civic, aims to sell 1,200 units per month",1,66,12,honda sia launch civic aim sell unit per month
3488,pecca group delays utilisation of rm2.6 mil ipo proceeds by another 2 years,-1,75,13,pecca group delay utilisation mil ipo proceed another
3489,kao malaysia aims for 5-7% market share growth from parenthood campaign,1,71,11,kao malaysia aim market share growth parenthood campaign
3490,aeon co 's 1q net profit falls 42% on lower margin,-1,50,11,aeon net profit fall lower margin
3491,peter bellew: being malaysia airlines chief probably the toughest job in aviation now,-1,85,13,peter bellew malaysia airline chief probably toughest job aviation
3492,wilmar reports 51% rise in 1q earnings; ceo kuok says spinoff listing of china ops possible,1,91,16,wilmar report rise earnings ceo kuok spinoff list china ops possible
3493,"boj kuroda says solid us growth may push up usd, upbeat on global outlook",1,73,14,boj kuroda solid growth may push usd upbeat global outlook
3494,"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",1,212,38,intel atom processor tremendous success marketplace since launch ago pankaj kedia director global ecosystem program intel corp. ultra mobility group
3495,"sumatec to raise rm400 mil to fund kazakh projects, ventures into lpg production",1,80,13,sumatec raise mil fund kazakh project venture lpg production
3496,"malakoff 's 3q net profit up 44.3%, recommends 2 sen dividend",1,61,11,malakoff net profit recommend sen dividend
3497,"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",-1,57,13,operate profit eur eur
3498,Glencore Agrees to Sell Minority Stake in Agriculture Business,1,62,9,glencore agree sell minority stake agriculture business
3499,cimb research expects stronger earnings growth from 2qfy18 onwards for astro,1,76,11,cimb research expect stronger earnings growth qfy onwards astro
3500,"Xerox and Stora Enso have teamed up to tailor the iGen3 to the short-run , on-demand packaging market .",1,103,19,xerox stora enso team tailor igen short run demand package market
3501,mbm resources' 1q net profit drops 47.6% due to one-off gains last year,-1,71,13,mbm resource net profit drop due gain last
3502,"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter about contractual ...",-1,114,17,fastjet slam easyjet founder stelios go public take legal advice letter contractual ...
3503,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",1,234,51,april finnish forest machinery equipment maker ponsse oyj hel pon today expect swing net profit eur quarter eur loss earlier
3504,' various factors' led to airasia calling off china lcct plan,1,61,11,various factor lead airasia call china lcct plan
3505,japan 's kirin exits brazil beer market with us$706 mil sale of unit to heineken,1,80,15,japan kirin exit brazil beer market us$ mil sale unit heineken
3506,"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",1,231,44,finnish telecom software developer tecnomen oyj december mln mln euro order supply expansion charge message system mobile fix network brasil telecom
3507,world 's most powerful app is squandering its lead: tim culpan,1,62,11,world powerful app squander lead tim culpan
3508,minimal impact from indonesia 's tax amnesty on singapore banks so far,1,70,12,minimal impact indonesia tax amnesty singapore bank far
3509,mah sing names the country 's first woman chief judge of malaya as new chairman,1,79,15,mah sing name country woman chief judge malaya chairman
3510,isa says he is last director to be hauled up over fgv saga,-1,58,13,isa last director haul fgv saga
3511,"klci to take cue from global markets, struggle to defend 1,800-point level",-1,74,12,klci take cue global market struggle defend point level
3512,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,1,70,8,astrazeneca medimmune ink license deal omnis pharmaceutical
3513,"`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .",-1,162,30,super nasty eric schultze chief technology officer shavlik technology llc st. paul minn. base maker patch management tool
3514,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",1,209,46,adp news feb finnish management software solution provider ixonos oyj hel xns today net profit rise eur million usd eur million
3515,"Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .",1,214,42,vaahto enter deal subsidiary vaahto pulp paper machinery supply unit end remain one expect delivery begin
3516,singapore 's budget 2018 negative for developers; positive for reits: morgan stanley,-1,84,12,singapore budget negative developer positive reit morgan stanley
3517,Italy Probes Shell's Role in Purchase of Nigerian Oil Block,-1,59,10,italy probe shell role purchase nigerian oil block
3518,Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,1,239,42,finnish elevator escalator maker kone corporation tuesday march receive major order sir robert mcalpine supply elevator escalator watermark place project city london
3519,"e-commerce in 2015 dominated by local market, says department of statistics",1,75,11,commerce dominate local market department statistic
3520,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",1,218,39,february finnish broadband data communication system provider teleste oyj hel tlt wednesday net profit rocket eur eur lift dividend proposal
3521,mdec seeks to boost growth of data professionals via data star programme,1,72,12,mdec seek boost growth data professional data star programme
3522,"axiata 's earnings in the next few quarters to remain depressed, says cimb ib research",-1,86,15,axiata earnings next quarter remain depress cimb research
3523,milux partners major shareholder to venture into property development in pahang,1,79,11,milux partner major shareholder venture property development pahang
3524,Euro zone QE helps Standard Life first-quarter funds boost,1,58,9,euro zone help standard life quarter fund boost
3525,vsi falls 2.4% after acquiring a 12.1% stake in seeing machines,-1,63,11,vsi fall acquire stake see machine
3526,"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",1,104,20,strong asset electronic medium employ increase last
3527,midas ceo says shares and money in china subsidiaries and associates frozen by courts,-1,85,14,midas ceo share money china subsidiary associate freeze court
3528,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",1,245,37,within framework partnership nokia siemens network sign initial framework purchase agreement sitronics subsidiary jsc mikron largest manufacturer exporter microelectronic component russia
3529,"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",1,147,25,representation extend comptel global presence total country serve customer country worldwide
3530,ghl reports 23% rise in 1q profit on better shared services income,1,66,12,ghl report rise profit better share service income
3531,Tesco share price tumbles after negative broker note,-1,52,8,tesco share price tumble negative broker note
3532,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",-1,103,24,operate result show loss eur show profit eur
3533,loss from demerger drags umw holdings deeper into the red in 2q,-1,63,12,loss demerger drag umw hold deeper red
3534,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",-1,54,9,glencore cut budget plan divest lonmin
3535,bina puri 's listing of indonesia unit to improve bottom-line contributions,1,75,11,bina puri list indonesia unit improve bottom line contribution
3536,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",-1,172,32,capacity ease seikku sawmill pori alholma sawmill pietarsaari result people lay around six week start mid may
3537,sumatec plans private placement to raise up to rm20.5m as working capital,1,73,12,sumatec plan private placement raise work capital
3538,the state of the nation: a good public transport system one way to help reduce household debt,1,93,17,state nation good public transport system way help reduce household debt
3539,"depressed crude oil price will impact government finance, says midf research",-1,76,11,depress crude oil price impact government finance midf research
3540,Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,-1,81,12,analyst view astrazeneca share see recent volatility ...
3541,"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",1,142,24,report neomarkka kuitu finland customer interest buy product restart production
3542,"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",1,105,25,eps quarter come eur eur ago ahead forecast eur
3543,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",1,159,29,ixonos estimate hire specialist mechanical engineer electronics design unit jyvaeskylae end
3544,meituan is said to attract hong kong tycoons to us$4.4b ipo,1,59,11,meituan attract hong kong tycoon us$ ipo
3545,"rce capital 3q net profit up 5.2% on higher interest, fee income",1,64,12,rce capital net profit higher interest fee income
3546,Royal Mail and workers' union agree pay deal,1,44,8,royal mail worker union agree pay deal
3547,"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",1,147,26,finnish larox sign contract talvivaara project delivery filter talvivaara nickel mine sotkamo finland
3548,The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,-1,265,50,seawind route finnish port turku stockholm get stick ice already around p.m. wednesday regal star journey swedish port kapellskar paldiski northwestern estonia cut short a.m. thursday
3549,office segment a drag for sunway reit on high vacancy rate,-1,58,11,office segment drag sunway reit high vacancy rate
3550,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,1,69,15,operate profit improve eur eur
3551,"padini 's 3q net profit rises 32%, expects best-ever full-year earnings",1,71,11,padini net profit rise expect best ever full earnings
3552,"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",1,81,15,however sale return growth april june ceo pekka eloholma
3553,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,-1,62,14,earnings per share eps drop eur eur
3554,the state of the nation: economic growth slows in 1q but improvement seen ahead,1,79,14,state nation economic growth slow improvement see ahead
3555,"mas, airasia suspends flights between kl and denpasar-bali after mount agung eruption",-1,85,12,ma airasia suspend flight denpasar bali mount agung eruption
3556,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,1,177,32,sale department store division increase sale clothe store subsidiary seppala increase meanwhile sale hobby hall decrease
3557,"Whitbread eyes savings, price rises to offset wage rises",1,56,9,whitbread eye save price rise offset wage rise
3558,"cityneon on track to meet earnings estimates despite higher gearing, says maybank",1,81,12,cityneon track meet earnings estimate despite higher gear maybank
3559,US Seeks Huawei Records on Dealings With Sanctioned Nations,-1,59,9,seek huawei record deal sanction nation
3560,Sainsbury chief warns of squeeze on high street retailers,-1,57,9,sainsbury chief warn squeeze high street retailer
3561,"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",-1,221,42,finnish solution provider affecto oyj hel afe today slip net loss eur usd quarter profit eur correspond period earlier
3562,"amway 's 1q net profit down 48% on lower sales, declares 5 sen dividend",-1,71,14,amway net profit lower sale declare sen dividend
3563,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",-1,248,47,finnish power supply solution system provider efore oyj net loss widen mln euro mln quarter fiscal end october euro mln period fiscal
3564,EPS dropped to EUR0 .2 from EUR0 .3 .,-1,37,9,eps drop eur eur
3565,"malaysian rubber board inks research agreement with fgv, other rubber product makers",1,84,12,malaysian rubber board ink research agreement fgv rubber product maker
3566,Jim Armitage: Spare no tears as Glencore's bosses are paying such a small price,-1,79,14,jim armitage spare tear glencore boss pay small price
3567,you may be sitting on a goldmine if you own this stock,1,54,12,may sit goldmine stock
3568,ytl power shares up as high as 2 sen in morning trades,1,54,12,ytl power share high sen morning trade
3569,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",1,60,9,fda panel back safety update astrazeneca takeda drug
3570,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,1,153,28,kesko food ltd press release kesko food ltd launch major campaign recruit many hundred food retailer
3571,' don ' t get overexcited about oil topping us$70 ',-1,51,11,get overexcited oil top us$
3572,Government to sell off remaining 14% stake in Royal Mail,-1,56,10,government sell remain stake royal mail
3573,"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",1,59,15,profit period eur eur
3574,"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",1,194,43,adp news feb finnish computer service proha oyj hel art today net loss narrow eur usd eur million
3575,ringgit gains most in asia as oil 's bounce brightens prospects,1,63,11,ringgit gain asia oil bounce brighten prospect
3576,"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",1,200,46,adp news feb finnish fish tackle rapala vmc corp hel rap today net profit rise eur million usd eur million
3577,trade wise: bank negara clears the air on new rule for chairmen,1,63,12,trade wise bank negara clear air rule chairman
3578,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,-1,125,23,challenge oil production north sea scale formation plug pipeline halt production
3579,citic envirotech set to make a splash with s$1 bil water contracts up for grabs,1,79,15,citic envirotech set make splash bil water contract grab
3580,ho hup plans rights issues to raise up to rm136m for working capital,1,68,13,hup plan right issue raise work capital
3581,"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",1,74,15,decision resolve meego stronger continue
3582,Finnish media group Talentum has issued a profit warning .,-1,58,10,finnish medium group talentum issue profit warn
3583,"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",1,163,25,tailor solution meet solel technical requirement result cost effective manufacture highest quality reflector
